data_set_id	probe_id	probe_name	gene_id	gene_acronym
100072332	80691216	RP_080218_04_H04	74951	Tshz1
100072333	80691588	RP_080219_01_H02	51711	Tcam1
100072334	80754567	RP_080228_03_H07	72051	Gcm2
100072335	80754611	RP_080228_04_A06	74677	Hivep1
100072336	80754615	RP_080228_04_A07	15048	Hivep2
100072337	80754651	RP_080228_04_B04	15199	Hoxc5
100072341	80691668	RP_080219_02_A10	87350	Jazf1
100072342	80754459	RP_080228_03_F04	13173	Dlx4
100072343	80754555	RP_080228_03_H04	14241	Gata6
100072344	80754635	RP_080228_04_A12	15182	Hoxb1
100072346	80754655	RP_080228_04_B05	15204	Hoxd1
100072347	80754695	RP_080228_04_C03	30400	Irx4
100072348	80754699	RP_080228_04_C04	68525	Isl2
100072349	80754799	RP_080228_04_E06	33892	Foxo4
100072350	80754815	RP_080228_04_E10	78178	Mta1
100072351	80754819	RP_080228_04_E11	23693	Mta2
100072352	80754827	RP_080228_04_F01	17645	Myf6
100072354	80754843	RP_080228_04_F05	17700	Myt1l
100072355	80754863	RP_080228_04_F10	17789	Nfe2
100072356	80754871	RP_080228_04_F12	19994	Nkx1-2
100072357	80754899	RP_080228_04_G07	21783	Nr2c2
100072358	80754911	RP_080228_04_G10	86270	Onecut2
100072359	80754915	RP_080228_04_G11	20172	Ostf1
100072360	80754959	RP_080228_04_H10	85303	Pou6f2
100072361	80790150	RP_080303_01_A11	44545	Rere
100072362	80790198	RP_080303_01_B11	20238	Six6
100072363	80790218	RP_080303_01_C04	20442	Sox7
100072364	80790222	RP_080303_01_C05	20443	Sox8
100072365	80790238	RP_080303_01_C10	20611	Stat4
100072366	80790270	RP_080303_01_D06	21145	Tbx15
100072367	80790274	RP_080303_01_D07	52206	Tbx18
100072368	80790282	RP_080303_01_D09	21146	Tbx2
100072369	80790290	RP_080303_01_D11	21172	Tcf20
100072370	80754719	RP_080228_04_C09	108948	Trim66
100072371	80889039	RP_080313_02_B05	14960	Hdac5
100072372	80894133	RP_080313_02_E08	15671	Icam5
100072376	80921951	RP_080317_04_B07	11800	Bach2
100072377	80921959	RP_080317_04_B09	107311	Bcorl1
100072378	80921995	RP_080317_04_C06	14013	Foxn2
100072379	80922675	RP_080320_02_A08	19027	Ptprc
100072380	80921931	RP_080317_04_B02	50402	Nkx6-3
100072381	80922275	RP_080320_01_A04	109135	Tfap2e
100072382	80921467	RP_080317_02_H06	32919	Pcdh12
100072383	80921487	RP_080317_02_H11	60534	Pcdhb14
100072384	80922131	RP_080317_04_F04	19408	Rb1
100072385	80930065	RP_080326_04_B01	84320	Tfdp2
100072391	80921883	RP_080317_04_A02	18712	Pnn
100072392	80921971	RP_080317_04_B12	12697	Crebbp
100072393	80922323	RP_080320_01_B04	21819	Trp73
100072395	80922039	RP_080317_04_D05	29543	Mga
100072399	80790294	RP_080303_01_D12	21180	Tfap2b
100072400	80790298	RP_080303_01_E01	86489	Tfap2d
100072401	80790318	RP_080303_01_E06	21540	Tfdp1
100072402	80790366	RP_080303_01_F07	16739	Zbtb7a
100072403	80790382	RP_080303_01_F11	21178	Zeb1
100072404	80790390	RP_080303_01_G01	56662	Zfhx4
100072405	80790498	RP_080303_02_A04	32192	Zkscan6
100072406	80792434	RP_080306_03_A12	29936	Abt1
100072407	80793070	RP_080306_04_G06	11686	Astn1
100072408	80793646	RP_080310_02_C07	11820	Phb2
100072409	80793662	RP_080310_02_C11	11829	Bcl2
100072410	80793954	RP_080310_03_A12	83882	Skor1
100072411	80794342	RP_080310_04_B02	12312	Cd9
100072412	80794378	RP_080310_04_B11	12350	Cdh9
100072413	80794570	RP_080310_04_F12	18254	Cntn3
100072414	80794590	RP_080310_04_G05	12599	Col12a1
100072415	80794594	RP_080310_04_G06	12601	Col14a1
100072416	80794598	RP_080310_04_G07	12602	Col15a1
100072417	80794606	RP_080310_04_G09	12608	Col3a1
100072418	80887471	RP_080312_02_A09	92930	Fat3
100072419	80888515	RP_080312_04_G06	106383	Fndc3a
100072420	80888927	RP_080313_01_H01	87736	Gtf3c1
100072424	79492389	RP_071126_01_D07	85138	Nr1d1
100072425	79492501	RP_071126_01_F11	14010	Foxi1
100072426	79599163	RP_071127_01_G10	29762	Spdef
100072427	79599391	RP_071127_02_D09	18776	Ppara
100072428	79600599	RP_071128_01_G01	12734	Crx
100072429	79600935	RP_071128_02_F03	75031	Slc18a1
100072430	79601031	RP_071128_02_H05	43046	Nde1
100072431	79601167	RP_071128_03_C05	21171	Hnf1b
100072432	79692021	RP_071206_02_A11	89954	Obox5
100072433	79692169	RP_071206_02_D12	11821	Bcat1
100072434	79692589	RP_071206_03_F01	15059	Hlx
100072435	79692689	RP_071206_03_H02	89252	Tox3
100072436	79708202	RP_071211_01_H04	92920	Vat1l
100072438	80255056	RP_071217_01_A11	17110	Bhlha15
100072439	80259736	RP_080103_01_D05	18238	Pafah1b1
100072440	80569525	RP_080107_01_H02	86466	Ahctf1
100072441	80569669	RP_080107_02_C02	57675	Ndel1
100072442	79891541	RP_080122_01_G02	17838	Nhlh1
100072443	79892581	RP_080122_04_E03	46664	Hmgxb4
100072444	79600691	RP_071128_02_A02	85019	Gabrp
100072445	80258420	RP_080102_01_H11	56494	Pbx4
100072446	80259244	RP_080102_04_B02	21168	Tcf15
100072448	80090411	RP_071213_02_C10	60980	Hmgn3
100072449	80256624	RP_071219_01_C01	16942	Ascl2
100072450	80570069	RP_080107_03_C06	14136	Fyn
100072451	80570793	RP_080108_01_B07	40846	St7
100072452	79891545	RP_080122_01_G03	33453	Copg2
100072453	79601107	RP_071128_03_A12	21189	Mlx
100072454	79692605	RP_071206_03_F05	20490	Spic
100072455	79692989	RP_071206_04_F05	20569	Srf
100072456	79720874	RP_071211_03_D11	17839	Nhlh2
100072458	79600843	RP_071128_02_D04	38070	Foxj2
100072459	79708594	RP_071211_02_H10	42766	Pbrm1
100072460	80259644	RP_080103_01_B06	19164	Rara
100072461	80569601	RP_080107_02_A09	13860	Ptk2
100072462	79599443	RP_071127_02_E10	15183	Hoxb13
100072463	79601047	RP_071128_02_H09	15153	Hnf4a
100072464	79692317	RP_071206_02_H03	18748	Pou2af1
100072465	79721218	RP_071211_04_D01	108911	Far2
100072468	80090715	RP_071213_03_B03	14304	Gch1
100072469	80260044	RP_080103_02_B10	87970	Fez1
100072470	80571813	RP_080108_03_G12	88720	Adnp2
100072472	1003921	RP_090303_04_F11	12446	Chl1
100072473	1003925	RP_090303_04_G05	14612	Gsc
100072474	1003926	RP_090303_04_G06	21104	Taf6
100072475	1003929	RP_090303_04_G09	22083	Vax1
100072476	1003858	RP_090303_05_H05	41236	Fgf23
100072477	1003860	RP_090303_05_H07	143285	Itlnb
100072478	1003928	RP_090303_04_G08	77592	Dscaml1
100072479	1003930	RP_090303_04_G10	68547	Barhl2
100072480	1003859	RP_090303_05_H06	16202	Itln1
100072481	1003924	RP_090303_04_G03	15201	Hoxc8
100072482	1003925	RP_090303_04_G05	14612	Gsc
100072486	1003859	RP_090303_05_H06	16202	Itln1
100072487	1003920	RP_090303_04_F09	14024	Fli1
100072488	1003924	RP_090303_04_G03	15201	Hoxc8
100072489	1003960	RP_090312_01_A05	13168	Dll3
100072490	1003920	RP_090303_04_F09	14024	Fli1
100072491	1003922	RP_090303_04_F12	13286	Dsc3
100072492	1003918	RP_090303_04_F07	37368	Mlxipl
100072493	1003919	RP_090303_04_F08	12348	Cdh6
100072494	1003922	RP_090303_04_F12	13286	Dsc3
100072495	1003923	RP_090303_04_G01	19948	Ncor1
100072496	1003929	RP_090303_04_G09	22083	Vax1
100072497	1003964	RP_090312_01_A09	85987	Dbx2
100072499	1003960	RP_090312_01_A05	13168	Dll3
100072500	1003964	RP_090312_01_A09	85987	Dbx2
100072501	1003930	RP_090303_04_G10	68547	Barhl2
100072503	1003918	RP_090303_04_F07	37368	Mlxipl
100072504	1003919	RP_090303_04_F08	12348	Cdh6
100072505	1003923	RP_090303_04_G01	19948	Ncor1
100072506	1004257	RP_090430_02_D07	141246	mCG146432
100072507	1004257	RP_090430_02_D07	141246	mCG146432
100072508	1003858	RP_090303_05_H05	41236	Fgf23
100072509	1003860	RP_090303_05_H07	143285	Itlnb
100072510	1003921	RP_090303_04_F11	12446	Chl1
100072511	1003926	RP_090303_04_G06	21104	Taf6
100072512	1003928	RP_090303_04_G08	77592	Dscaml1
100072518	1004029	RP_090413_02_F05	19046	Ptprz1
100072520	1003419	RP_081216_03_A07	21593	Thrb
100072521	1004038	RP_090413_02_G02	11708	Neurod6
100072522	1004034	RP_090413_02_F10	158383	1700010L04Rik
100072523	1004030	RP_090413_02_F06	11134	Aanat
100072526	81094901	RP_080630_03_D04	11280	Adam19
100072527	81096389	RP_080701_03_E02	88304	Glra2
100072528	81096565	RP_080701_03_H11	12401	Cenpb
100072529	81187863	RP_080912_02_D10	15202	Hoxc9
100072535	1003430	RP_081216_03_C02	21187	Tfec
100072536	1004038	RP_090413_02_G02	11708	Neurod6
100072537	1004036	RP_090413_02_F12	15150	Foxa1
100072539	1004034	RP_090413_02_F10	158383	1700010L04Rik
100072540	1004033	RP_090413_02_F09	13215	Dnmt3b
100072541	1004032	RP_090413_02_F08	83930	Mlxip
100072542	1004031	RP_090413_02_F07	21747	Tph1
100072543	1004030	RP_090413_02_F06	11134	Aanat
100072544	1004029	RP_090413_02_F05	19046	Ptprz1
100072545	81094581	RP_080630_02_E06	18433	Pgr
100072546	81094901	RP_080630_03_D04	11280	Adam19
100072547	81096389	RP_080701_03_E02	88304	Glra2
100072548	81096565	RP_080701_03_H11	12401	Cenpb
100072549	81187863	RP_080912_02_D10	15202	Hoxc9
100072550	81188331	RP_080912_03_F11	15087	Hmgn1
100072551	1003430	RP_081216_03_C02	21187	Tfec
100072552	81188407	RP_080912_03_H09	18059	Sebox
100072554	1004036	RP_090413_02_F12	15150	Foxa1
100072555	1004033	RP_090413_02_F09	13215	Dnmt3b
100072556	1004032	RP_090413_02_F08	83930	Mlxip
100072557	1004031	RP_090413_02_F07	21747	Tph1
100072558	1002492	RP_080916_02_A12	19949	Nr1h4
100072559	1004035	RP_090413_02_F11	77439	Ferd3l
100072563	81188619	RP_080912_04_E08	21782	Nr2c1
100072564	1004024	RP_090413_02_E12	71913	Prrxl1
100072565	1004023	RP_090413_02_E11	15060	Mnx1
100072566	1004019	RP_090413_02_E07	47563	Cic
100072567	1004013	RP_090413_02_E01	17073	Mfge8
100072568	1004015	RP_090413_02_E03	15198	Hoxc4
100072569	1004012	RP_090413_02_D12	13214	Dnmt3a
100072570	1004009	RP_090413_02_D09	17469	Msx2
100072571	1004008	RP_090413_02_D08	14173	Gabra4
100072572	1004007	RP_090413_02_D07	27425	Snf8
100072573	1004017	RP_090413_02_E05	11808	Barx1
100072574	1004028	RP_090413_02_F04	20234	Six2
100072575	1004027	RP_090413_02_F03	18762	Pou5f1
100072576	1004025	RP_090413_02_F01	15338	Htr5a
100072577	1004024	RP_090413_02_E12	71913	Prrxl1
100072578	1004023	RP_090413_02_E11	15060	Mnx1
100072579	1004022	RP_090413_02_E10	15208	Hoxd13
100072580	1004020	RP_090413_02_E08	71933	Bmyc
100072581	1004019	RP_090413_02_E07	47563	Cic
100072582	1004018	RP_090413_02_E06	44679	Foxk2
100072583	1004017	RP_090413_02_E05	11808	Barx1
100072584	1004016	RP_090413_02_E04	17644	Myf5
100072585	1004015	RP_090413_02_E03	15198	Hoxc4
100072586	1004014	RP_090413_02_E02	93060	Spib
100072587	1004013	RP_090413_02_E01	17073	Mfge8
100072588	1004012	RP_090413_02_D12	13214	Dnmt3a
100072589	1004011	RP_090413_02_D11	89412	Tgif2lx1
100072590	1004010	RP_090413_02_D10	11325	Adnp
100072591	1004009	RP_090413_02_D09	17469	Msx2
100072592	1004008	RP_090413_02_D08	14173	Gabra4
100072593	1004007	RP_090413_02_D07	27425	Snf8
100072596	1004022	RP_090413_02_E10	15208	Hoxd13
100072597	1004018	RP_090413_02_E06	44679	Foxk2
100072598	1004010	RP_090413_02_D10	11325	Adnp
100072599	1004028	RP_090413_02_F04	20234	Six2
100072600	1004025	RP_090413_02_F01	15338	Htr5a
100072601	1004014	RP_090413_02_E02	93060	Spib
100072602	1004011	RP_090413_02_D11	89412	Tgif2lx1
100072606	1004027	RP_090413_02_F03	18762	Pou5f1
100072608	1004020	RP_090413_02_E08	71933	Bmyc
100072609	1004016	RP_090413_02_E04	17644	Myf5
100072616	1004006	RP_090413_02_D06	36650	Smarce1
100072617	1004005	RP_090413_02_D05	86518	Pms1
100072618	1003990	RP_090413_02_C02	84627	Sox30
100072619	1004004	RP_090413_02_D04	47790	Cers5
100072620	1004003	RP_090413_02_D03	13370	Ebf2
100072621	1004002	RP_090413_02_D02	11907	Bicd1
100072622	1004001	RP_090413_02_D01	87722	Dcun1d3
100072623	1004000	RP_090413_02_C12	92572	Tox4
100072624	1003999	RP_090413_02_C11	52703	Dcun1d5
100072625	1003998	RP_090413_02_C10	16930	Maoa
100072626	1003997	RP_090413_02_C09	12135	Car3
100072627	1003996	RP_090413_02_C08	29776	Cttnbp2
100072628	1003995	RP_090413_02_C07	88527	Homez
100072629	1003994	RP_090413_02_C06	14982	Hes2
100072630	1003993	RP_090413_02_C05	45693	Tcf23
100072631	1003992	RP_090413_02_C04	35467	Msgn1
100072632	1003991	RP_090413_02_C03	20275	Slc1a6
100072633	1003990	RP_090413_02_C02	84627	Sox30
100072634	1003989	RP_090413_02_C01	37806	Nrip2
100072635	1003988	RP_090413_02_B12	16586	Lbx2
100072636	1003987	RP_090413_02_B11	15197	Hoxc13
100072637	1004006	RP_090413_02_D06	36650	Smarce1
100072638	1004005	RP_090413_02_D05	86518	Pms1
100072639	1004004	RP_090413_02_D04	47790	Cers5
100072640	1004003	RP_090413_02_D03	13370	Ebf2
100072642	1004001	RP_090413_02_D01	87722	Dcun1d3
100072643	1004000	RP_090413_02_C12	92572	Tox4
100072644	1003999	RP_090413_02_C11	52703	Dcun1d5
100072646	1003992	RP_090413_02_C04	35467	Msgn1
100072647	1003989	RP_090413_02_C01	37806	Nrip2
100072649	1003998	RP_090413_02_C10	16930	Maoa
100072650	1003997	RP_090413_02_C09	12135	Car3
100072651	1003988	RP_090413_02_B12	16586	Lbx2
100072652	1003993	RP_090413_02_C05	45693	Tcf23
100072653	1003996	RP_090413_02_C08	29776	Cttnbp2
100072654	1003994	RP_090413_02_C06	14982	Hes2
100072655	1003991	RP_090413_02_C03	20275	Slc1a6
100072656	1003979	RP_090413_02_B03	16549	Lamb1
100072657	1003971	RP_090413_02_A07	20236	Six4
100072658	1003977	RP_090413_02_B01	21190	Ubtf
100072659	1003982	RP_090413_02_B06	89410	Pcdh11x
100072660	1003978	RP_090413_02_B02	23864	Vax2
100072661	1003971	RP_090413_02_A07	20236	Six4
100072662	1003970	RP_090413_02_A06	18272	Pax4
100072663	1003969	RP_090413_02_A05	17746	Ncoa3
100072668	1003986	RP_090413_02_B10	89416	Hdx
100072669	1003983	RP_090413_02_B07	26621	Pclo
100072670	1003980	RP_090413_02_B04	16751	Lrrn3
100072672	1003967	RP_090413_02_A03	13785	Etv2
100072673	1003986	RP_090413_02_B10	89416	Hdx
100072674	1003979	RP_090413_02_B03	16549	Lamb1
100072675	1003978	RP_090413_02_B02	23864	Vax2
100072676	1003972	RP_090413_02_A08	84108	Tfe3
100072678	1003985	RP_090413_02_B09	47438	Isx
100072679	1003984	RP_090413_02_B08	69854	Mycbp2
100072681	1003983	RP_090413_02_B07	26621	Pclo
100072682	1003980	RP_090413_02_B04	16751	Lrrn3
100072683	1003977	RP_090413_02_B01	21190	Ubtf
100072684	1003968	RP_090413_02_A04	17637	Mycs
100072686	1003968	RP_090413_02_A04	17637	Mycs
100072687	1003985	RP_090413_02_B09	47438	Isx
100072688	1003984	RP_090413_02_B08	69854	Mycbp2
100072689	1003981	RP_090413_02_B05	17063	Mest
100072690	1003974	RP_090413_02_A10	21511	Tert
100072691	1003973	RP_090413_02_A09	21186	Tfeb
100072692	1003970	RP_090413_02_A06	18272	Pax4
100072693	1003969	RP_090413_02_A05	17746	Ncoa3
100072694	1003967	RP_090413_02_A03	13785	Etv2
100072698	1003981	RP_090413_02_B05	17063	Mest
100072699	1003982	RP_090413_02_B06	89410	Pcdh11x
100072700	1003976	RP_090413_02_A12	13125	Twist2
100072701	1003975	RP_090413_02_A11	69899	Tigd5
100072702	80956573	RP_080603_01_D01	85894	Itgbl1
100072703				
100072704				
100072706	1004232	RP_090413_01_E05	68549	Rhox9
100072707	1004226	RP_090413_01_D11	46349	Bbx
100072708	1004225	RP_090413_01_D10	45159	Hmgb4
100072709	1004224	RP_090413_01_D09	18500	Pou1f1
100072710	1004223	RP_090413_01_D08	62728	Mael
100072714	1004211	RP_090413_01_C08	18223	Bloc1s6
100072715	1004215	RP_090413_01_C12	12488	Cit
100072716	1004213	RP_090413_01_C10	20579	Srpk2
100072719	1004230	RP_090413_01_E03	33718	Dnmt3l
100072722	1004227	RP_090413_01_D12	84624	Slc18a2
100072723	1004217	RP_090413_01_D02	16875	Lyz2
100072724	1003965	RP_090413_02_A01	14183	Gabrg3
100072725	1004231	RP_090413_01_E04	18965	Rhox6
100072726	1004228	RP_090413_01_E01	33643	Irx5
100072727	1004222	RP_090413_01_D07	18515	Prkcb
100072728	1004219	RP_090413_01_D04	11455	Aldh1a1
100072729	1004212	RP_090413_01_C09	11697	Atf3
100072730	1004223	RP_090413_01_D08	62728	Mael
100072732	1004217	RP_090413_01_D02	16875	Lyz2
100072734	1004221	RP_090413_01_D06	36126	Aldh1a3
100072735	1004218	RP_090413_01_D03	18341	Pde1c
100072736	1004215	RP_090413_01_C12	12488	Cit
100072737	1004212	RP_090413_01_C09	11697	Atf3
100072738	1003965	RP_090413_02_A01	14183	Gabrg3
100072739	1004231	RP_090413_01_E04	18965	Rhox6
100072740	1004216	RP_090413_01_D01	77609	Dcun1d1
100072741	1004219	RP_090413_01_D04	11455	Aldh1a1
100072742	1004218	RP_090413_01_D03	18341	Pde1c
100072743	1004216	RP_090413_01_D01	77609	Dcun1d1
100072744	1004233	RP_090413_01_E06	15106	Hmgn2
100072745	1004213	RP_090413_01_C10	20579	Srpk2
100072746	1004233	RP_090413_01_E06	15106	Hmgn2
100072747	1004232	RP_090413_01_E05	68549	Rhox9
100072748	1004221	RP_090413_01_D06	36126	Aldh1a3
100072749	1004209	RP_090413_01_C06	15129	Hmgb3
100072750	1004208	RP_090413_01_C05	44115	Pomgnt1
100072751	1004205	RP_090413_01_C02	11571	Apba2
100072752	1004203	RP_090413_01_B12	37587	Med12
100072753	1004202	RP_090413_01_B11	18383	Rhox5
100072754	1004201	RP_090413_01_B10	18450	Phtf1
100072757	1004210	RP_090413_01_C07	18244	Pah
100072758	1004208	RP_090413_01_C05	44115	Pomgnt1
100072759	1004206	RP_090413_01_C03	11456	Aldh2
100072760	1004205	RP_090413_01_C02	11571	Apba2
100072762	1004191	RP_090413_01_A12	15189	Hoxb6
100072763	1004199	RP_090413_01_B08	15674	Id1
100072765	1004211	RP_090413_01_C08	18223	Bloc1s6
100072766	1004209	RP_090413_01_C06	15129	Hmgb3
100072767	1004197	RP_090413_01_B06	14188	Slc6a13
100072769	1004204	RP_090413_01_C01	93453	Duxbl1
100072773	1004195	RP_090413_01_B04	23709	Nr2e3
100072775	1004204	RP_090413_01_C01	93453	Duxbl1
100072777	1004207	RP_090413_01_C04	16865	Lyl1
100072778	1004200	RP_090413_01_B09	12903	Cyp7b1
100072783	1004193	RP_090413_01_B02	23708	Nr0b2
100072785	1004210	RP_090413_01_C07	18244	Pah
100072786	1004206	RP_090413_01_C03	11456	Aldh2
100072787	1004197	RP_090413_01_B06	14188	Slc6a13
100072789	1004207	RP_090413_01_C04	16865	Lyl1
100072790	1004192	RP_090413_01_B01	27759	Polr2m
100072795	80690816	RP_080218_03_G09	20001	Atxn1
100072796	80753137	RP_080225_04_B07	88950	Gabbr2
100072801	80754683	RP_080228_04_B12	18375	Pdx1
100072803	80753265	RP_080225_04_E03	15339	Htr5b
100072805	80754423	RP_080228_03_E07	12376	Cdx2
100072807	80754839	RP_080228_04_F04	17695	Myog
100072809	80655081	RP_080215_01_C11	20595	Ssrp1
100072810	80655921	RP_080215_03_E06	22074	Vamp1
100072811	80689908	RP_080218_01_C12	21173	Tcf21
100072812	80689956	RP_080218_01_E01	17523	Map2
100072813	80639058	RP_080205_04_A10	12140	Nr1i3
100072815	80656009	RP_080215_03_G04	19102	Rab3a
100072817	80691504	RP_080219_01_F05	83251	Rhox11
100072818	80753785	RP_080228_01_H03	49569	Psd
100072820	80754671	RP_080228_04_B09	15676	Id3
100072821	80754807	RP_080228_04_E08	17448	Msc
100072824	80655321	RP_080215_01_H11	11696	Atf2
100072826	80752437	RP_080225_02_C11	46274	Draxin
100072827	80754115	RP_080228_02_G02	49263	Prox2
100072829	80754487	RP_080228_03_F11	37009	Rhox4b
100072831	80754847	RP_080228_04_F06	47791	Nanog
100072832	80754903	RP_080228_04_G08	14312	Nr6a1
100072835	80638802	RP_080205_03_D06	15675	Id2
100072836	80753253	RP_080225_04_D12	15332	Htr1f
100072837	80754403	RP_080228_03_E02	69759	Cphx1
100072838	80754427	RP_080228_03_E08	12377	Cdx4
100072839	80754879	RP_080228_04_G02	17861	Nkx2-9
100072841	80754755	RP_080228_04_D07	16956	Max
100072842	80754883	RP_080228_04_G03	17862	Nkx3-1
100072843	80754895	RP_080228_04_G06	17910	Npas2
100072844	1002229	RP_080625_04_H05	15146	Hmx1
100072845	1000167	RP_080617_02_C10	15212	Hoxd8
100072846	1002141	RP_080625_03_C03	14180	Gabre
100072847	81096389	RP_080701_03_E02	88304	Glra2
100072848	1003419	RP_081216_03_A07	21593	Thrb
100072849	1004029	RP_090413_02_F05	19046	Ptprz1
100072850	81004927	RP_080609_01_F06	35999	Tdo2
100072851	81006439	RP_080610_01_F05	36066	Ascl3
100072852	81094065	RP_080630_01_B06	15192	Hoxb9
100072853	81188407	RP_080912_03_H09	18059	Sebox
100072854	1002492	RP_080916_02_A12	19949	Nr1h4
100072855	1004030	RP_090413_02_F06	11134	Aanat
100072856	80956761	RP_080603_01_G12	77607	Vsx1
100072857	1000487	RP_080618_01_G01	41454	Tsc1
100072859	81188331	RP_080912_03_F11	15087	Hmgn1
100072860	1004035	RP_090413_02_F11	77439	Ferd3l
100072862	81006467	RP_080610_01_F12	74461	Glra3
100072864	1001701	RP_080624_02_E12	20432	Sox15
100072866	81094117	RP_080630_01_C07	20228	Sim2
100072867	81094901	RP_080630_03_D04	11280	Adam19
100072868	81096565	RP_080701_03_H11	12401	Cenpb
100072869	81187863	RP_080912_02_D10	15202	Hoxc9
100072870	81188619	RP_080912_04_E08	21782	Nr2c1
100072871	1003430	RP_081216_03_C02	21187	Tfec
100072872	1004036	RP_090413_02_F12	15150	Foxa1
100072873	1004034	RP_090413_02_F10	158383	1700010L04Rik
100072874	1004032	RP_090413_02_F08	83930	Mlxip
100072875	1004031	RP_090413_02_F07	21747	Tph1
100072876	1004028	RP_090413_02_F04	20234	Six2
100072877	1004038	RP_090413_02_G02	11708	Neurod6
100072878	1004033	RP_090413_02_F09	13215	Dnmt3b
100072884	80888631	RP_080313_01_A11	89107	Slc6a11
100072885	80894413	RP_080313_03_C06	16189	Itgb3
100072886	80894689	RP_080313_04_A03	16566	Large
100072887	80922683	RP_080320_02_A10	19035	Ptprk
100072889	80931173	RP_080327_03_A02	89267	Disc1
100072890	80931217	RP_080327_03_B01	13297	Dst
100072891	80956361	RP_080402_04_G08	11207	Asic2
100072892	80956545	RP_080603_01_C06	15170	Hoxa10
100072893	80956549	RP_080603_01_C07	84109	Hoxc10
100072894	81094121	RP_080630_01_C08	17938	Nr1i2
100072895	81094189	RP_080630_01_E01	37037	Tbx21
100072896	81094229	RP_080630_01_E11	20441	Sox6
100072897	81097369	RP_080702_02_B07	17960	Nsd1
100072898	81188667	RP_080912_04_F11	13487	Elf1
100072900	81188371	RP_080912_03_G10	45099	Elf2
100072901	81188451	RP_080912_04_A09	17532	Mtf2
100072902	81188255	RP_080912_03_E04	26794	Etv3
100072903	81188663	RP_080912_04_F10	92612	Nrip1
100072904	81094109	RP_080630_01_C05	18760	Pou4f2
100072905	81188135	RP_080912_03_B09	12609	Col4a1
100072906	81094093	RP_080630_01_C01	20192	Shox2
100072907	81188107	RP_080912_03_B02	12347	Cdh5
100072908	81188367	RP_080912_03_G09	71668	Atf5
100072912	81094177	RP_080630_01_D10	26172	Nr5a2
100072913	1002413	RP_080916_01_A01	58180	Jam3
100072914	1002158	RP_080625_04_B04	12180	Runx1t1
100072915	1002167	RP_080625_04_C01	13761	Esx1
100072916	1002170	RP_080625_04_C04	11693	Zfhx3
100072917	1002173	RP_080625_04_C07	18378	Etv4
100072918	1002204	RP_080625_04_F04	35576	Dmrtb1
100072919	1002166	RP_080625_04_B12	12399	Celsr1
100072920	1002210	RP_080625_04_F10	14994	Foxn1
100072921	81188055	RP_080912_03_A01	14166	Gabpa
100072922	81188403	RP_080912_03_H08	110666	Nr1d2
100072923	81096369	RP_080701_03_D09	40718	Clstn2
100072924	81096701	RP_080701_04_C09	86346	Glis3
100072925	81097145	RP_080702_01_E10	37265	Pvrl1
100072926	81187879	RP_080912_02_E02	13490	Elk1
100072927	1002471	RP_080916_01_E12	12179	Runx1
100072930	1002278	RP_080916_03_B12	14061	Fosl2
100072931	1002307	RP_080916_03_E06	13175	Dlx6
100072932	1002212	RP_080625_04_F12	16428	Hivep3
100072933	81094005	RP_080630_01_A03	16597	Ldb2
100072934	81094009	RP_080630_01_A04	11646	Phox2a
100072935	81094033	RP_080630_01_A10	18527	Pkd1
100072936	81094081	RP_080630_01_B10	14688	Nkx6-2
100072937	81187911	RP_080912_02_E11	73752	Lmo1
100072938	81188279	RP_080912_03_E10	14012	Foxm1
100072939	81188487	RP_080912_04_B06	16174	Itga4
100072940	81188599	RP_080912_04_E03	13591	Eomes
100072941	81097269	RP_080702_01_H06	85888	Sox21
100072942	81187475	RP_080912_01_C07	12009	Klf5
100072943	1002331	RP_080916_03_G06	12950	Dbp
100072944	1002362	RP_080916_04_B01	21175	Tcf7
100072945	1002371	RP_080916_04_B11	14377	Ghrh
100072946	1003721	RP_090122_02_C11	21167	Tcf12
100072947	1003723	RP_090122_02_D01	22519	Zfpm2
100072948	1003725	RP_090122_02_D03	12978	Ddit3
100072950	1003765	RP_090122_04_H03	18890	Prop1
100072953	80569617	RP_080107_02_B01	51440	Pcdh1
100072954	1003931	RP_090303_01_A01	35923	Clec7a
100072955	1003938	RP_090303_01_A08	12613	Col4a5
100072956	1003798	RP_090205_04_F04	19057	Pvrl2
100072959	1003752	RP_090122_04_G02	13492	Elk4
100072960	1003754	RP_090122_04_G04	55198	Bhlhe41
100072961	1003760	RP_090122_04_G10	11695	Atf1
100072962	1003767	RP_090122_04_H05	16957	Maz
100072963	1003936	RP_090303_01_A06	18535	Pknox1
100072964	1003939	RP_090303_01_A09	19036	Ptpru
100072965	1003769	RP_090122_04_H07	13884	Fat1
100072967	1003728	RP_090122_02_D06	35501	Patz1
100072968	1003763	RP_090122_04_H01	78123	Foxn4
100072969	1003940	RP_090303_01_A10	34014	Cadm1
100072970	1003647	RP_081216_02_F09	50159	Hopx
100072971	1003427	RP_081216_03_B11	20364	Ncor2
100072974	1003727	RP_090122_02_D05	47216	Foxn3
100072975	1003756	RP_090122_04_G06	18292	Pcdh10
100072976	1003757	RP_090122_04_G07	21917	Twist1
100072977	1003762	RP_090122_04_G12	15187	Hoxb4
100072978	1003932	RP_090303_01_A02	12625	Col1a1
100072979	1003634	RP_081216_02_E04	16145	Irx2
100072980	1003726	RP_090122_02_D04	35686	Ncoa6
100072981	1003730	RP_090122_02_D08	37621	Bhlhe22
